location,time_period,horizon_distance,sample,forecast
LA-AT,201009,1,61,3.8092691763545243
LA-AT,201009,1,62,9.33673003821292
LA-AT,201009,1,63,27.770925703141238
LA-AT,201009,1,64,263.06189445909087
LA-AT,201009,1,65,95.52013649692195
LA-AT,201009,1,66,4.299217136412356
LA-AT,201009,1,67,29.206780299044937
LA-AT,201009,1,68,3.923258845301533
LA-AT,201009,1,69,1.8034662357157814
LA-AT,201009,1,70,58.59185367073759
LA-AT,201009,1,71,225.28158577765817
LA-AT,201009,1,72,58.50791854213464
LA-AT,201009,1,73,22.755380269472848
LA-AT,201009,1,74,61.63350928389397
LA-AT,201009,1,75,2.977352209455666
LA-AT,201009,1,76,7.21693742862717
LA-AT,201009,1,77,0.8575595998699145
LA-AT,201009,1,78,37.68595073738794
LA-AT,201009,1,79,1.9174559046627904
LA-AT,201009,1,80,10.16864700511178
LA-AT,201009,1,81,29.360770160330553
LA-AT,201009,1,82,6.117040931495687
LA-AT,201009,1,83,152.42273118525114
LA-AT,201009,1,84,0.8575595998699145
LA-AT,201009,1,85,6.003051262548678
LA-AT,201009,1,86,1.9174559046627904
LA-AT,201009,1,87,3.3533105005664887
LA-AT,201009,1,88,10.282636674058788
LA-AT,201009,1,89,24.169267397244372
LA-AT,201009,1,90,51.20263407753151
LA-AT,201009,1,91,4.185227467465347
LA-AT,201009,1,92,16.903983124979856
LA-AT,201009,1,93,5.17113429564982
LA-AT,201009,1,94,3.2793210239580866
LA-AT,201009,1,95,13.79227277914082
LA-AT,201009,1,96,144.68345551299217
LA-AT,201009,1,97,11.148542925227442
LA-AT,201009,1,98,11.672480169555069
LA-AT,201009,1,99,16.248023487498788
LA-AT,201010,2,0,5.888474961729105
LA-AT,201010,2,1,1.2329312591081727
LA-AT,201010,2,2,10.885987671191064
LA-AT,201010,2,3,31.024017462255703
LA-AT,201010,2,4,16.971375061646885
LA-AT,201010,2,5,1.8768690804516193
LA-AT,201010,2,6,6.002464630676114
LA-AT,201010,2,7,1.7628794115046107
LA-AT,201010,2,8,2.064848226007031
LA-AT,201010,2,9,7.552308895526821
LA-AT,201010,2,10,18.487230042227793
LA-AT,201010,2,11,38.97323974820227
LA-AT,201010,2,12,1.6488897425576017
LA-AT,201010,2,13,0.8169727756587436
LA-AT,201010,2,14,3.466713537640933
LA-AT,201010,2,15,2.4068172328480575
LA-AT,201010,2,16,9.216142829324536
LA-AT,201010,2,17,0.8169727756587436
LA-AT,201010,2,18,63.862770186628424
LA-AT,201010,2,19,1.6488897425576017
LA-AT,201010,2,20,15.31355203591798
LA-AT,201010,2,21,3.882672021090362
LA-AT,201010,2,22,3.842671828751756
LA-AT,201010,2,23,3.5407030142493356
LA-AT,201010,2,24,4.560599126703605
LA-AT,201010,2,25,1.2329312591081727
LA-AT,201010,2,26,11.631893345343899
LA-AT,201010,2,27,8.720183961197895
LA-AT,201010,2,28,3.9966616900373713
LA-AT,201010,2,29,4.258630312201185
LA-AT,201010,2,30,8.310236385817277
LA-AT,201010,2,31,17.307333160419102
LA-AT,201010,2,32,52.52391237261564
LA-AT,201010,2,33,13.523706617035632
LA-AT,201010,2,34,1.3469209280551815
LA-AT,201010,2,35,4.828578656936229
LA-AT,201010,2,36,4.526609842433809
LA-AT,201010,2,37,28.368265792204703
LA-AT,201010,2,38,5.774485292782096
LA-AT,201010,2,39,3.2387341997469155
LA-AT,201010,2,40,18.62919808737579
LA-AT,201010,2,41,13.985676200892478
LA-AT,201010,2,42,3.9966616900373713
LA-AT,201010,2,43,11.94588397598394
